86211401,     12,   1014,      0,   -140,   -560,    280
86216403,     14,   1012,     -2,   -140,   -490,    210
86221404,     12,   1013,     -2,      0,   -560,     70
86226407,     17,   1012,      0,   -210,   -490,    350
86231409,     15,   1012,      0,    210,   -420,    420
86236412,     17,   1013,      1,     70,   -490,    280
86241413,     16,   1014,     -1,     70,   -840,    420
86246416,     15,   1012,      1,      0,   -630,    210
86251417,     14,   1013,      0,    210,   -770,    350
86256419,     14,   1011,      0,      0,   -280,    210
86261422,     15,   1012,      0,      0,   -700,    350
86266423,     14,   1015,     -1,    140,   -490,    420
86271425,     18,   1015,      0,    210,   -770,    420
86276426,     17,   1013,      1,    280,   -420,    210
86281428,     18,   1013,      0,    350,   -700,    560
86286430,     16,   1016,      0,  17850,   -910,    140
86291433,     15,   1013,      0,    140,   -560,    140
86296434,     18,   1012,      0,    210,   -770,    350
86301435,     13,   1011,      1,    210,   -560,    280
86306437,     17,   1016,      0,      0,   -420,    140
86311438,     14,   1014,      0,    490,   -700,    350
86316440,     15,   1012,      0,    210,   -630,    490
86321442,     12,   1011,      2,    210,   -980,    210
86326444,     18,   1014,      0,    210,   -420,    490
86331446,     15,   1016,      0,     70,   -490,    420
86336447,     18,   1014,    -61,    140,   -560,    560
86341449,     12,   1012,      1,    280,   -770,    280
86346451,     16,   1012,      0,    140,   -700,    490
86351452,     13,   1014,     -1,      0,   -490,    280
86356454,     15,   1013,      0,      0,   -560,    420
86361457,     15,   1015,      1,    -70,   -910,   -140
86366459,     14,   1012,      0,     70,   -350,    350
86371461,     16,   1012,      0,    -70,   -420,    280
86376462,     16,   1013,      1,      0,   -560,    140
86381465,     16,   1014,      1,    210,   -210,    350
86386467,     13,   1015,      0,    210,   -490,    350
86391469,     15,   1011,      0,    140,   -630,    210
86396472,     16,   1014,      1,    140,   -840,    280
86401473,     16,   1014,      0,     70,   -770,    630
86406476,     15,   1013,      0,    -70,   -490,    490
86411478,     13,   1013,      1,    210,   -420,    350
86416479,     17,   1015,      1,     70,   -630,    210
86421482,     16,   1012,      1,     70,   -700,    490
86426483,     16,   1012,      0,     70,   -840,    350
86431485,     13,   1013,      0,    140,   -490,    490
86436488,     15,   1012,      0,     70,   -560,    560
86441490,     11,   1014,      0,    210,   -560,    280
86446493,     18,   1014,     -1,   -140,   -560,    350
86451494,     12,   1011,      0,    280,   -700,    490
86456496,     18,   1014,      1,    280,   -490,    560
