sep=,

June 4. 2017
Sensor Datalog with Extended Functionality
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,NewData,
[h:m],[s],[hPa],[?C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],MSBfirst:--THPMGA,

June 4. 2017
Sensor Datalog with Extended Functionality
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,NewData,
[h:m],[s],[hPa],[?C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],MSBfirst:--THPMGA,
15:08,51.87,,,,-22,54,1006,        ,        ,        ,,,,0x03,
15:08,51.87,,,,-22,54,1006,        ,        ,        ,,,,0x02,
15:08,51.87,,,,-20,52,1005,        ,        ,        ,,,,0x01,
15:08,51.88,,,,-20,52,1005,        ,        ,        ,,,,0x02,
15:08,51.88,,,,-22,58,1004,        ,        ,        ,,,,0x01,
15:08,51.89,,,,-22,58,1004,        ,        ,        ,,,,0x02,
15:08,51.89,,,,-21,57,1004,        ,        ,        ,,,,0x01,
15:08,51.90,,,,-16,54,1008,        ,        ,        ,,,,0x03,
15:08,51.91,,,,-19,57,1003,        ,        ,        ,,,,0x03,
15:08,51.91,,,,-19,57,1003,        ,        ,        ,,,,0x02,
15:08,51.91,,,,-16,51,1005,        ,        ,        ,,,,0x01,
15:08,51.92,,,,-16,51,1005,        ,        ,        ,,,,0x02,
15:08,51.92,,,,-16,54,1011,        ,        ,        ,,,,0x01,
15:08,51.93,,,,-21,54,1011,        ,        ,        ,,,,0x03,
15:08,51.94,,,,-16,55,1008,        ,        ,        ,,,,0x03,
15:08,51.94,,,,-16,55,1008,        ,        ,        ,,,,0x02,
15:08,51.95,,,,-19,60,1007,        ,        ,        ,,,,0x01,
15:08,51.96,,,,-19,60,1007,        ,        ,        ,,,,0x02,
15:08,51.96,,,,-19,56,1004,        ,        ,        ,,,,0x01,
15:08,51.96,,,,-19,56,1004,        ,        ,        ,,,,0x02,
15:08,51.96,,,,-16,56,1006,        ,        ,        ,,,,0x01,
15:08,51.97,,,,-20,53,1005,        ,        ,        ,,,,0x03,
15:08,51.98,,,,-17,54,1005,        ,        ,        ,,,,0x03,
15:08,51.99,,,,-17,54,1005,        ,        ,        ,,,,0x02,
15:08,51.99,,,,-18,54,1007,        ,        ,        ,,,,0x01,
15:08,52.00,,,,-18,54,1007,        ,        ,        ,,,,0x02,
15:08,52.00,,,,-18,55,1005,        ,        ,        ,,,,0x01,
15:08,52.00,,,,-18,55,1005,        ,        ,        ,,,,0x02,
15:08,52.01,,,,-19,55,1008,        ,        ,        ,,,,0x01,
15:08,52.01,,,,-20,55,1007,        ,        ,        ,,,,0x03,
15:08,52.02,,,,-15,58,1010,        ,        ,        ,,,,0x03,
15:08,52.03,,,,-15,58,1010,        ,        ,        ,,,,0x02,
15:08,52.03,,,,-18,55,1002,        ,        ,        ,,,,0x01,
15:08,52.04,,,,-18,55,1002,        ,        ,        ,,,,0x02,
15:08,52.04,,,,-19,56,1003,        ,        ,        ,,,,0x01,
15:08,52.05,,,,-15,57,1006,        ,        ,        ,,,,0x03,
15:08,52.05,,,,-16,58,1006,        ,        ,        ,,,,0x03,
15:08,52.06,,,,-16,58,1006,        ,        ,        ,,,,0x02,
15:08,52.06,,,,-19,52,1008,        ,        ,        ,,,,0x01,
15:08,52.07,,,,-19,52,1008,        ,        ,        ,,,,0x02,
15:08,52.07,,,,-17,51,1005,        ,        ,        ,,,,0x01,
15:08,52.08,,,,-19,52,1007,        ,        ,        ,,,,0x03,
15:08,52.08,,,,-18,53,1001,        ,        ,        ,,,,0x03,
15:08,52.09,,,,-18,53,1001,        ,        ,        ,,,,0x02,
15:08,52.10,,,,-19,54,1003,        ,        ,        ,,,,0x01,
15:08,52.10,,,,-19,54,1003,        ,        ,        ,,,,0x02,
15:08,52.10,,,,-15,57,1005,        ,        ,        ,,,,0x01,
15:08,52.11,,,,-15,57,1005,        ,        ,        ,,,,0x02,
15:08,52.11,,,,-16,55,1006,        ,        ,        ,,,,0x01,
15:08,52.12,,,,-22,58,1004,        ,        ,        ,,,,0x03,
15:08,52.13,,,,-18,51,1005,        ,        ,        ,,,,0x03,
15:08,52.14,,,,-18,51,1005,        ,        ,        ,,,,0x02,
15:08,52.14,,,,-17,56,1007,        ,        ,        ,,,,0x01,
15:08,52.14,,,,-17,56,1007,        ,        ,        ,,,,0x02,
15:08,52.14,,,,-17,54,1010,        ,        ,        ,,,,0x01,
15:08,52.15,,,,-17,54,1010,        ,        ,        ,,,,0x02,
15:08,52.15,,,,-21,56,1004,        ,        ,        ,,,,0x01,
15:08,52.16,,,,-19,59,1005,        ,        ,        ,,,,0x03,
15:08,52.17,,,,-16,56,1007,        ,        ,        ,,,,0x03,
15:08,52.17,,,,-16,56,1007,        ,        ,        ,,,,0x02,
15:08,52.18,,,,-18,56,1008,        ,        ,        ,,,,0x01,
15:08,52.18,,,,-18,56,1008,        ,        ,        ,,,,0x02,
15:08,52.19,,,,-18,55,1004,        ,        ,        ,,,,0x01,
15:08,52.19,,,,-19,58,1006,        ,        ,        ,,,,0x03,
15:08,52.20,,,,-17,56,1006,        ,        ,        ,,,,0x03,
