   1011,       2
98505083,     -48,    1011,       2
98543625,     -47,    1010,       2
98582167,     -48,    1010,       3
98620708,     -47,    1011,       3
98659250,     -48,    1011,       2
98697792,     -47,    1010,       4
98736333,     -48,    1010,       2
98774875,     -47,    1011,       2
98813417,     -48,    1009,       3
98851958,     -48,    1009,       4
98890500,     -47,    1011,       2
98929042,     -47,    1010,       2
98967583,     -47,    1009,       4
99006125,     -45,    1011,       4
99044667,     -49,    1011,       3
99083208,     -47,    1010,       2
99121750,     -47,    1011,       3
99160292,     -48,    1010,       4
99198833,     -48,    1010,       4
99237375,     -48,    1010,       3
99275917,     -47,    1010,       3
99314458,     -48,    1011,       3
99353000,     -47,    1011,       2
99391542,     -48,    1010,       3
99430083,     -48,    1009,       4
99468625,     -48,    1011,       1
99507167,     -48,    1010,       4
99545708,     -48,    1010,       3
99584250,     -47,    1010,       3
99622792,     -47,    1011,       2
99661333,     -48,    1011,       1
99699875,     -47,    1010,       5
99738417,     -48,    1010,       3
99776958,     -47,    1011,       2
99815500,     -47,    1011,       2
99854042,     -47,    1011,       4
99892583,     -47,    1010,       3
99931125,     -48,    1011,       2
99969667,     -47,    1010,       3
100008208,     -47,    1010,       3
100047792,     -48,    1011,       3
100087375,     -48,    1010,       4
100126958,     -48,    1011,       4
100166542,     -48,    1010,       4
100206125,     -47,    1010,       4
100245708,     -47,    1010,       3
100285292,     -47,    1010,       3
100324875,     -47,    1010,       3
100364458,     -48,    1010,       3
100404042,     -48,    1011,       3
100443625,     -48,    1010,       3
100483208,     -48,    1010,       3
100522792,     -47,    1011,       3
100562375,     -47,    1010,       3
100601958,     -47,    1009,       2
100641542,     -47,    1011,       2
100681125,     -47,    1009,       4
100720708,     -47,    1010,       3
100760292,     -48,    1010,       3
100799875,     -47,    1010,       3
100839458,     -47,    1010,       3
100879042,     -48,    1011,       4
100918625,     -48,    1011,       2
100958208,     -48,    1010,       3
100997792,     -47,    1009,       3
101037375,     -47,    1011,       4
101076958,     -47,    1010,       4
101116542,     -47,    1010,       4
101156125,     -47,    1011,       4
101195708,     -48,    1012,       2
101235292,      23,     993,    -131
101274875,     -47,     910,     546
101314458,      27,    1060,    -172
101354042,     -63,    1034,     -23
101393625,     -51,    1010,      -6
101433208,     -48,    1013,      -5
101472792,     -51,    1011,       2
101512375,     -47,    1009,       7
101551958,     -52,    1010,       4
101591542,     -45,    1009,       5
101631125,     -50,    1010,       6
101670708,     -47,    1010,       5
101710292,     -48,    1009,       6
101749875,     -49,    1010,       5
101789458,     -47,    1010,       5
101829042,     -50,    1011,       4
101868625,     -47,    1010,       4
101908208,     -48,    1010,       4
101947792,     -48,    1011,       5
101987375,     -48,    1010,       5
102026958,     -49,    1010,       4
102066542,     -47,    1010,       4
102106125,     -49,    1011,       5
102145708,     -48,    1010,       5
102185292,     -49,    1010,       6
102224875,     -48,    1010,       5
102264458,     -48,    1010,       5
102304042,     -48,    1009,       5
102343625,     -47,    1010,       5
102383208,     -48,    1010,       4
102422792,     -48,    1011,       4
102462375,     -48,    1011,       4
102501958,     -48,    1011,       5
102541542,     -48,    1011,       5
102581125,     -48,    1010,       5
102620708,     -48,    1011,       5
102660292,     -49,    1011,       6
102699875,     -48,    1010,       4
102739458,     -48,    1010,       5
102779042,     -48,    1010,       4
102818625,     -48,    1009,       5
102858208,     -48,    1010,       4
102897792,     -47,    1010,       4
102937375,     -49,    1010,       5
102976958,     -49,    1010,       5
103016542,     -48,    1010,       5
103056125,     -48,    1010,       5
103095708,     -48,    1011,       5
103135292,     -48,    1010,       4
103174875,     -48,    1010,       4
103214458,     -49,    1011,       4
103254042,     -48,    1011,       5
103293625,     -48,    1010,       5
103333208,     -48,    1073,    -326
103372792,      28,     911,      27
103412375,     -87,    1070,    -231
103451958,     -44,    1072,    -140
103491542,     -45,    1004,      74
103531125,     -61,     999,      28
103570708,     -52,    1009,      15
103610292,     -52,    1012,       4
103649875,     -45,    1009,       8
103689458,     -50,    1009,      10
103729042,     -47,    1011,       6
103768625,     -49,    1011,       5
103808208,     -47,    1009,       6
103847792,     -48,    1011,       5
103887375,     -49,    1011,       5
103926958,     -47,    1011,       5
103966542,     -50,    1010,       5
104006125,     -47,    1010,       6
104045708,     -50,    1010,       5
104085292,     -48,    1010,       4
104124875,     -48,    1010,       5
104164458,     -48,    1011,       5
104204042,     -48,    1010,       5
104243625,     -49,    1010,       5
104283208,     -48,    1010,       5
104322792,     -49,    1011,       5
104362375,     -48,    1011,       5
104401958,     -48,    1010,       6
104441542,     -48,    1011,       5
104481125,     -48,    1011,       5
104520708,     -49,    1010,       6
104560292,     -48,    1010,       5
104599875,     -48,    1010,       5
104639458,     -49,    1010,       5
104679042,     -48,    1010,       5
104718625,     -49,    1009,       6
104758208,     -49,    1012,       3
104797792,     -49,    1009,       7
104837375,     -48,    1011,       4
104876958,     -48,    1011,       4
104916542,     -48,    1011,       5
104956125,     -48,    1010,       5
104995708,     -48,    1013,       2
105035292,     -48,    1009,       7
105074875,     -48,    1010,       6
105114458,     -48,    1011,       4
105154042,     -49,    1010,       5
105193625,     -48,    1009,       7
105233208,     -48,    1010,       5
105272792,     -48,    1011,       4
105312375,     -48,    1009,       5
105351958,     -49,    1010,       4
105391542,     -48,    1010,       5
105431125,     -48,    1010,       6
105470708,     -49,    1010,       5
105510292,     -48,    1011,       4
105549875,     -49,    1010,       5
105589458,     -48,    1010,       5
105629042,     -48,    1011,    -354
105668625,      54,     877,      66
105708208,       7,     916,     242
105747792,    -161,     968,     149
105787375,     -40,    1007,       7
105826958,    -195,     877,     622
105866542,    -127,    1115,    -215
105906125,    -201,    1033,      65
105945708,     -87,     998,     -32
105985292,     -38,    1019,     -34
106024875,     -45,    1018,      -7
106064458,     -45,    1009,       2
106104042,     -48,    1009,       6
106143625,     -49,    1012,       4
106183208,     -49,    1010,       7
106222792,     -49,    1010,       6
106262375,     -47,    1009,       7
106301958,     -49,    1010,       6
106341542,     -48,    1010,       6
106381125,     -49,    1010,       6
106420708,     -48,    1010,       6
106460292,     -49,    1011,       5
106499875,     -50,    1010,       8
106539458,     -48,    1010,       3
106579042,     -49,    1010,       6
106618625,     -49,    1008,       8
106658208,     -50,    1009,      10
106697792,     -49,    1010,       7
106737375,     -49,    1010,       6
106776958,     -48,    1009,       5
106816542,     -50,    1011,       3
106856125,     -49,    1011,       5
106895708,     -49,    1011,       4
106935292,     -49,    1010,       4
106974875,     -48,    1010,       5
107014458,     -49,    1011,       4
107054042,     -50,    1010,       5
107093625,     -47,    1011,       4
107133208,     -51,    1011,       4
107172792,     -46,    1010,       6
107212375,     -51,    1009,       5
107251958,     -46,    1009,       8
107291542,     -50,    1009,       7
107331125,     -48,    1010,       6
107370708,     -48,    1010,       7
107410292,     -49,    1010,       6
107449875,     -48,    1010,       5
107489458,     -49,    1011,       6
107529042,     -47,    1010,       5
107568625,     -50,    1011,       5
107608208,     -47,    1010,       4
107647792,     -50,    1009,       6
107687375,     -48,    1010,       5
107726958,     -49,    1010,       5
107766542,     -47,    1010,       5
107806125,     -49,    1009,       7
107845708,     -48,    1011,       4
107885292,     -49,    1011,       4
107924875,     -48,    1010,       5
107964458,     -49,    1010,       6
108004042,     -49,    1009,       7
108043625,     -50,    1009,       7
108083208,     -48,    1006,      16
108122792,     -49,    1004,      23
108162375,     -47,    1006,      15
108201958,     -47,    1011,       0
108241542,     -52,    1006,       9
108281125,     -52,    1013,     -21
108320708,     -47,    1016,     -32
108360292,     -51,    1013,     -23
108399875,     -47,    1009,     -21
108439458,     -50,    1006,     -11
108479042,     -48,    1007,     -17
108518625,     -50,    1007,     -25
108558208,     -49,    1008,     -33
108597792,     -48,    1010,     -42
108637375,     -49,    1013,     -60
108676958,     -48,    1007,     -44
108716542,     -49,    1006,     -47
108756125,     -48,    1003,     -43
108795708,     -48,    1009,     -70
108835292,     -50,    1009,     -75
108874875,     -49,    1009,     -80
108914458,     -50,    1007,     -86
108954042,     -48,    1007,     -93
108993625,     -50,    1005,     -91
109033208,     -48,     998,     -75
109072792,     -49,     991,     -65
109112375,     -48,     993,     -85
109151958,     -49,     998,    -122
109191542,     -49,     995,    -135
109231125,     -50,     997,    -165
109270708,     -49,     994,    -176
109310292,     -49,     993,    -192
109349875,     -49,     986,    -193
109389458,     -49,     984,    -215
109429042,     -48,     983,    -239
109468625,     -52,     980,    -253
109508208,     -62,     981,    -272
109547792,     -43,     978,    -294
109587375,     -51,     974,    -307
109626958,     -47,     969,    -310
109666542,     -52,     970,    -330
109706125,     -47,     968,    -345
109745708,     -50,     969,    -354
109785292,     -45,     968,    -368
109824875,     -51,     968,    -367
109864458,     -48,     962,    -351
109904042,     -48,     955,    -335
109943625,     -49,     951,    -325
109983208,     -48,     951,    -322
110022792,     -50,     949,    -325
110062375,     -49,     948,    -332
110101958,     -48,     945,    -330
110141542,     -49,     945,    -343
110181125,     -49,     943,    -350
110220708,     -49,     941,    -362
110260292,     -50,     940,    -376
110299875,     -49,     939,    -387
110339458,     -49,     937,    -397
110379042,     -50,     932,    -400
110418625,     -49,     928,    -401
110458208,     -50,     925,    -410
110497792,     -48,     919,    -406
110537375,     -50,     916,    -415
110576958,     -50,     910,    -419
110616542,     -48,     904,    -427
110656125,     -50,     899,    -432
110695708,     -48,     890,    -439
110735292,     -49,     883,    -455
110774875,     -49,     871,    -465
110814458,     -48,     864,    -488
110854042,     -51,     849,    -500
110893625,     -47,     839,    -516
110933208,     -50,     820,    -530
110972792,     -46,     802,    -555
111012375,     -48,     783,    -586
111051958,     -48,     767,    -627
111091542,     -47,     749,    -659
111131125,     -47,     726,    -684
111170708,     -46,     701,    -713
111210292,     -49,     673,    -742
111249875,     -45,     657,    -799
111289458,     -46,     640,    -847
111329042,     -49,     622,    -863
111368625,     -44,     604,    -887
111408208,     -42,     582,    -886
111447792,     -45,     564,    -883
111487375,     -43,     524,    -838
111526958,     -61,     499,    -838
111566542,     -36,     485,    -845
111606125,     -46,     461,    -852
111645708,     -43,     432,    -861
111685292,     -42,     394,    -867
111724875,     -38,     357,    -879
111764458,     -13,    -441,    1159
111804042,     -34,     562,    -575
111843625,     -90,     380,    -968
111883208,     -30,     367,    -974
111922792,     -43,     379,    -945
111962375,     -30,     382,    -974
112001958,     -44,     377,    -943
112041542,     -46,     379,    -947
112081125,     -41,     377,    -942
112120708,     -45,     377,    -942
112160292,     -41,     377,    -942
112199875,     -45,     378,    -944
112239458,     -42,     377,    -942
112279042,     -43,     377,    -943
112318625,     -42,     377,    -944
112358208,     -43,     378,    -942
112397792,     -43,     378,    -942
112437375,     -43,     378,    -943
112476958,     -44,     377,    -941
112516542,     -43,     378,    -945
112556125,     -42,     377,    -943
112595708,     -43,     377,    -943
112635292,     -43,     377,    -943
112674875,     -43,     377,    -943
112714458,     -42,     377,    -941
112754042,     -43,     376,    -941
112793625,     -43,     377,    -944
112833208,     -43,     377,    -941
112872792,     -43,     377,    -944
112912375,     -43,     377,    -943
112951958,     -43,     377,    -942
112991542,     -42,     378,    -942
113031125,     -43,     377,    -943
113070708,     -42,     377,    -943
113110292,     -42,     377,    -944
113149875,     -43,     377,    -942
113189458,     -42,     377,    -943
113229042,     -43,     378,    -947
113268625,     -42,     376,    -943
113308208,     -41,     379,    -945
113347792,     -45,     378,    -940
113387375,     -40,     378,    -942
113426958,     -44,     377,    -940
113466542,     -42,     378,    -943
113506125,     -43,     378,    -942
113545708,     -43,     377,    -940
113585292,     -43,     378,    -942
113624875,     -44,     378,    -942
113664458,     -43,     377,    -943
113704042,     -42,     378,    -942
113743625,     -44,     377,    -941
113783208,     -42,     378,    -943
113822792,     -41,     377,    -940
113862375,     -44,     378,    -941
113901958,     -43,     378,    -942
113941542,     -42,     377,    -942
113981125,     -42,     378,    -943
114020708,     -43,     377,    -942
114060292,     -43,     379,    -946
114099875,     -43,     379,    -944
114139458,     -42,     378,    -947
114179042,     -42,     380,    -947
114218625,     -44,     383,    -946
114258208,     -46,     379,    -943
114297792,     -35,     380,    -937
114337375,     -47,     383,    -942
114376958,     -40,     396,    -975
114416542,     -44,     403,   -1000
114456125,     -33,     460,   -1190
114495708,     -71,     418,   -1031
114535292,     -45,     444,   -1040
114574875,     -42,     467,    -996
114614458,     -47,     492,    -971
114654042,     -45,     513,    -925
114693625,     -51,     534,    -850
114733208,     -49,     567,    -822
114772792,     -44,     596,    -768
114812375,     -48,     629,    -726
114851958,     -42,     673,    -726
114891542,     -48,     703,    -699
114931125,     -44,     733,    -672
114970708,     -47,     754,    -641
115010292,     -47,     776,    -619
115049875,     -47,     799,    -590
115089458,     -49,     828,    -575
115129042,     -47,     846,    -542
115168625,     -47,     864,    -508
115208208,     -47,     875,    -471
115247792,     -48,     888,    -422
115287375,     -49,     902,    -382
115326958,     -46,     913,    -347
115366542,     -48,     928,    -328
115406125,     -47,     942,    -314
115445708,     -48,     955,    -313
115485292,     -49,     965,    -299
115524875,     -49,     972,    -281
115564458,     -48,     978,    -255
115604042,     -50,     985,    -233
115643625,     -47,     986,    -195
115683208,     -48,     987,    -165
115722792,     -48,     989,    -130
115762375,     -47,     999,    -116
115801958,     -46,    1001,    -106
115841542,     -45,    1003,     -76
115881125,     -46,    1003,     -40
115920708,     116,     992,      39
115960292,      46,     963,      80
115999875,    -158,     951,     225
116039458,      31,     985,      61
116079042,     -59,    1020,     -57
116118625,     -32,    1007,      12
116158208,     -47,    1013,      -6
116197792,     -52,    1013,       1
116237375,     -48,    1010,       4
116276958,     -52,    1011,       3
116316542,     -49,    1011,       6
116356125,     -52,    1010,       6
116395708,     -47,    1010,       6
116435292,     -52,    1011,       5
116474875,     -47,    1010,       5
116514458,     -51,    1011,       6
116554042,     -48,    1011,       4
116593625,     -49,    1010,       5
116633208,     -49,    1010,       6
116672792,     -49,    1010,       6
116712375,     -49,    1009,       5
116751958,     -49,    1010,       7
116791542,     -49,    1009,       5
116831125,     -47,     998,      46
116870708,     -48,     991,      64
116910292,     -37,     991,      50
116949875,     -43,     992,      30
116989458,     -49,     996,      -2
117029042,     -53,     993,     -18
117068625,     -49,     996,     -56
117108208,     -49,     993,     -80
117147792,     -51,     994,    -119
117187375,     -50,     998,    -164
117226958,     -52,     982,    -146
117266542,     -46,     982,    -186
117306125,     -51,     980,    -221
117345708,     -54,     967,    -229
117385292,     -48,     952,    -230
117424875,     -48,     946,    -273
117464458,     -44,     925,    -278
117504042,     -45,     917,    -324
117543625,     -58,     893,    -349
117583208,     -47,     887,    -422
117622792,     -52,     868,    -467
117662375,     -50,     845,    -507
117701958,     -46,     825,    -553
117741542,     -52,     795,    -571
117781125,     -45,     759,    -601
117820708,     -47,     723,    -634
117860292,     -47,     687,    -687
117899875,     -54,     666,    -786
117939458,     -39,     646,    -842
117979042,     -37,     631,    -890
118018625,     -45,     595,    -910
118058208,     -52,     571,    -941
118097792,     -48,     538,    -918
118137375,     -47,     503,    -908
118176958,     -43,     474,    -892
118216542,     -45,     441,    -879
118256125,     -40,     418,    -910
118295708,     -47,     400,    -951
118335292,      39,     420,   -1111
118374875,      28,     790,   -1179
118414458,     -93,     388,   -1085
118454042,     -60,     354,    -987
118493625,     -46,     365,    -978
118533208,     -39,     371,    -963
118572792,     -46,     366,    -945
118612375,     -39,     369,    -937
118651958,     -47,     376,    -940
118691542,     -44,     384,    -955
118731125,     -43,     388,    -962
118770708,     -46,     397,    -978
118810292,     -30,     432,   -1087
118849875,     -34,     443,   -1062
118889458,     -37,     464,   -1069
118929042,     -48,     469,   -1035
118968625,     -46,     489,   -1002
119008208,     -45,     512,    -968
119047792,     -54,     549,    -922
119087375,     -57,     577,    -897
119126958,     -42,     611,    -844
119166542,     -51,     646,    -765
119206125,     -41,     682,    -699
119245708,     -52,     719,    -613
119285292,     -46,     753,    -534
119324875,     -51,     781,    -482
119364458,     -48,     819,    -442
119404042,     -49,     850,    -409
119443625,     -49,     876,    -382
119483208,     -48,     907,    -388
119522792,     -49,     921,    -368
119562375,     -49,     933,    -349
119601958,     -50,     947,    -327
119641542,     -48,     959,    -309
119681125,     -51,     964,    -268
119720708,     -49,     972,    -235
119760292,     -49,     977,    -211
119799875,     -49,     980,    -172
119839458,     -48,     985,    -135
119879042,     -50,     989,    -108
119918625,     -47,     995,    -103
119958208,     -50,    1008,    -100
119997792,     -45,    1007,     -87
120037375,     -47,     964,    -131
120076958,     -38,     969,    -433
120116542,      93,    1089,    -466
120156125,     141,    1007,     -31
120195708,       7,    1015,     121
120235292,     -89,    1020,      41
120274875,     -48,    1017,     -20
120314458,     -58,    1015,      -1
120354042,     -47,    1011,      -1
120393625,     -52,    1011,       0
120433208,     -50,    1012,       1
120472792,     -51,    1011,       1
120512375,     -49,    1010,       2
120551958,     -51,    1011,       3
120591542,     -51,    1011,       4
120631125,     -50,    1010,       3
120670708,     -50,    1010,       3
120710292,     -49,    1010,       3
120749875,     -51,    1009,       5
120789458,     -50,    1010,       5
120829042,     -50,    1010,       4
120868625,     -50,    1010,       4
120908208,     -50,    1011,       4
120947792,     -50,    1010,       4
120987375,     -51,    1010,       4
121026958,     -51,    1010,       3
121066542,     -51,    1011,       4
121106125,     -50,    1011,       4
121145708,     -50,    1011,       4
121185292,     -51,    1011,       4
121224875,     -50,    1010,       3
121264458,     -52,    1010,       4
121304042,     -50,    1011,       4
121343625,     -50,    1010,       4
121383208,     -50,    1010,       3
121422792,     -50,    1011,       3
121462375,     -50,    1010,       3
121501958,     -50,    1011,       5
121541542,     -51,    1010,       5
121581125,     -50,    1010,       3
121620708,     -51,    1010,       3
121660292,     -49,    1010,       4
121699875,     -51,    1010,       4
121739458,     -50,    1009,       3
121779042,     -50,    1011,       3
121818625,     -53,    1013,       1
121858208,     -54,    1011,       0
121897792,     -50,    1010,       2
121937375,     -51,    1010,       5
121976958,     -51,    1010,       2
122016542,     -50,    1011,       3
122056125,     -50,    1011,       3
122095708,     -50,    1009,       5
122135292,     -50,    1010,       2
122174875,     -50,    1010,       3
122214458,     -51,    1010,       3
122254042,     -50,    1010,       6
122293625,     -50,    1007,      14
122333208,     -50,    1006,      17
122372792,     -52,     999,      31
122412375,     -48,     992,      53
122451958,     -51,     990,      45
122491542,     -51,     996,       0
122531125,     -53,    1005,     -34
122570708,     -49,    1018,     -92
122610292,     -53,    1012,     -85
122649875,     -50,    1001,     -64
122689458,     -51,    1002,     -82
122729042,     -50,     999,     -90
122768625,     -51,    1001,    -114
122808208,     -51,    1001,    -128
122847792,     -51,    1000,    -144
122887375,     -51,     997,    -153
122926958,     -51,     992,    -159
122966542,     -50,     994,    -183
123006125,     -51,     996,    -211
123045708,     -54,     993,    -218
123085292,     -50,     987,    -225
123124875,     -54,     978,    -218
123164458,     -51,     977,    -224
123204042,     -51,     971,    -239
123243625,     -52,     973,    -273
123283208,     -51,     969,    -290
123322792,     -54,     955,    -305
