405656954,    -11,   1014,     17,    140,      0,    140
405661958,    -11,   1014,     14,      0,      0,    140
405666959,    -13,   1015,     16,    280,   -210,    630
405671962,    -11,   1016,     17,    140,   -280,    -70
405676963,    -13,   1016,     18,    140,   -560,    420
405681965,    -15,   1016,     15,      0,   -490,    490
405686967,    -13,   1015,     16,    -70,   -630,    350
405691968,    -14,   1017,     14,    140,   -840,    210
405696971,    -12,   1014,     14,    -70,   -560,    280
405701973,    -14,   1015,     11,      0,   -770,      0
405706975,    -12,   1016,     16,   -140,   -840,     70
405711978,    -13,   1015,     15,    -70,   -630,     70
405716979,    -12,   1017,     15,   -280,   -700,    140
405721982,    -14,   1013,     17,     70,  -1050,    140
405726984,    -13,   1014,     17,   -140,   -910,      0
405731987,    -12,   1015,     15,    140,   -630,    280
405736989,    -13,   1012,     17,    -70,   -350,    210
405741990,    -12,   1018,     16,      0,    -70,    280
405746991,    -11,   1013,     13,    -70,   -140,   -140
405751992,    -10,   1012,     10,      0,    140,    210
405756995,    -13,   1013,     18,    140,    140,    350
405761997,    -14,   1015,     20,     70,   -140,    210
405767000,    -16,   1013,     19,      0,   -350,    210
405772001,    -15,   1014,     16,      0,   -840,    490
405777003,    -11,   1016,     19,    140,   -700,    140
405782004,    -13,   1016,     13,      0,   -910,    490
405787005,    -11,   1015,     16,    280,   -770,    140
405792007,    -14,   1017,     18,     70,  -1190,    350
405797009,    -14,   1014,     13,   -420,   -840,    420
405802012,    -13,   1016,     14,      0,   -630,    350
405807013,    -14,   1014,     15,      0,   -560,    420
405812015,    -13,   1015,     16,      0,   -420,    350
405817017,    -11,   1015,     15,    280,   -700,    420
405822018,    -13,   1014,     18,    -70,   -700,    210
405827019,    -14,   1014,     19,   -140,   -700,    280
405832021,    -13,   1016,     16,      0,   -770,    350
405837023,    -14,   1013,     12,   -210,  -1190,    140
405842026,    -12,   1013,     12,    -70,   -980,    420
405847028,    -11,   1015,     13,   -210,   -840,    420
405852030,    -14,   1012,     16,      0,   -770,    350
405857033,    -15,   1016,     18,      0,   -840,    280
405862035,    -14,   1016,     18,     70,  -1050,    140
405867038,    -15,   1015,     16,    140,   -980,    420
405872041,    -14,   1015,     17,     70,   -980,    490
405877042,    -13,   1012,     18,    420,   -770,    350
405882043,    -14,   1015,     17,    350,   -770,    350
405887045,    -10,   1014,     15,    280,   -560,    210
405892047,    -11,   1015,     16,    280,   -420,    280
405897048,    -14,   1015,     15,    210,   -700,    420
405902049,    -12,   1015,     17,    210,   -910,    350
405907050,    -13,   1015,     13,    490,   -490,    490
405912052,    -10,   1014,     14,    210,   -630,    420
405917055,    -11,   1017,     14,    280,   -840,    420
405922057,    -10,   1016,     14,   -210,   -770,    420
405927059,    -11,   1016,     11,  17640,   -560,    280
405932061,    -13,   1013,     14,   -210,   -770,    210
405937063,    -10,   1016,      9,    -70,   -490,    210
405942066,     -9,   1017,     11,    140,   -490,    140
405947069,    -12,   1015,     16,    140,   -280,    280
405952071,    -16,   1018,     17,      0,   -560,    280
405957074,    -15,   1015,     15,      0,   -210,    280
405962076,     -8,   1017,     11,    210,   -700,    -70
405967078,     -9,   1018,     10,    -70,   -140,    -70
405972079,    -11,   1015,     14,    -70,   -420,      0
405977082,    -15,   1014,     15,   -350,   -280,    140
405982084,    -13,   1016,     16,   -280,   -630,     70
405987086,    -16,   1015,     16,   -280,   -840,    490
405992087,    -11,   1014,     13,   -140,   -560,    210
405997089,    -10,   1014,     16,   -280,   -210,    350
406002091,    -12,   1015,     18,   -350,   -140,     70
406007092,    -14,   1015,     16,    140,   -420,    280
406012093,    -12,   1015,     19,    210,      0,    280
406017096,    -15,   1013,     20,     70,   -350,    350
406022098,    -13,   1013,     20,      0,   -350,    560
406027099,    -14,   1016,     15,   -140,   -420,    490
406032101,    -12,   1014,     12,      0,    -70,    210
406037104,    -12,   1015,     17,    210,   -140,    210
406042106,    -15,   1015,     20,     70,   -420,    280
406047107,    -15,   1017,     20,    140,   -770,    350
406052109,    -16,   1015,     18,    210,   -910,    210
406057110,    -15,   1015,     14,     70,   -980,    350
406062111,    -10,   1017,     13,      0,   -980,    490
406067114,     -7,   1013,     13,      0,   -770,    700
406072116,    -11,   1016,     14,   -140,   -630,    560
406077118,    -10,   1017,     15,      0,   -700,    210
406082119,    -11,   1016,     14,   -280,   -770,    280
406087120,    -14,   1015,     14,   -210,  -1120,    490
406092123,    -12,   1016,      9,   -280,  -1050,    420
406097125,     -9,   1014,      7,    -70,   -840,    350
406102126,     -8,   1015,      7,   -350,   -420,   -210
406107128,    -11,   1014,     19,   -210,   -280,    280
406112129,    -12,   1016,     20,     70,   -490,    350
406117130,    -16,   1015,     16,   -280,   -840,    420
406122133,    -12,   1014,     18,   -210,   -840,    140
406127135,    -14,   1013,     14,     70,   -700,    140
406132136,    -11,   1014,     12,     70,   -910,    280
406137138,    -13,   1014,     18,    210,   -630,    280
406142139,    -13,   1015,     20,   -210,   -840,    350
406147140,    -14,   1015,     20,      0,   -840,    140
406152141,    -15,   1014,     18,      0,   -770,    140
406157142,    -15,   1013,     17,    140,   -770,    280
406162144,    -11,   1014,     13,    140,   -700,    350
406167146,    -13,   1014,     12,      0,   -280,    490
406172148,    -13,   1015,     15,    350,   -280,    420
406177149,    -17,   1016,     17,    140,   -490,    280
406182150,    -16,   1013,     18,    280,   -840,    700
406187151,    -15,   1018,     17,    140,   -490,    490
406192153,    -12,   1016,     13,     70,   -420,    560
406197154,    -14,   1015,     15,    210,   -420,    490
406202156,    -12,   1015,     17,    140,   -840,    420
406207158,    -15,   1014,     15,    350,   -490,    280
406212159,    -11,   1012,     20,      0,   -630,    420
