15:58,59.21,-33,1016,18
15:58,59.21,-33,1016,18
15:58,59.21,-35,1016,21
15:58,59.22,-35,1016,21
15:58,59.22,-30,1018,19
15:58,59.23,-30,1018,19
15:58,59.23,-34,1017,21
15:58,59.24,-34,1017,21
15:58,59.24,-32,1017,19
15:58,59.25,-32,1017,19
15:58,59.25,-35,1017,18
15:58,59.26,-35,1017,18
15:58,59.26,-35,1019,16
15:58,59.26,-35,1019,16
15:58,59.26,-35,1018,17
15:58,59.27,-35,1018,17
15:58,59.27,-34,1016,20
15:58,59.28,-34,1016,20
15:58,59.28,-35,1016,19
15:58,59.29,-35,1016,19
15:58,59.29,-35,1017,21
15:58,59.3,-35,1017,21
15:58,59.3,-33,1021,21
15:58,59.3,-33,1021,21
15:58,59.31,-36,1018,16
15:58,59.31,-34,1018,17
15:58,59.32,-32,1017,19
15:58,59.33,-35,1016,20
15:58,59.34,-34,1018,25
15:58,59.35,-36,1017,16
15:58,59.35,-35,1017,16
15:58,59.36,-35,1017,16
15:58,59.36,-32,1016,21
15:58,59.37,-32,1016,21
15:58,59.37,-35,1016,22
15:58,59.38,-35,1016,22
15:58,59.38,-34,1015,16
15:58,59.39,-34,1015,16
15:58,59.39,-31,1019,17
15:58,59.39,-31,1019,17
15:58,59.4,-32,1018,19
15:58,59.4,-32,1018,19
15:58,59.41,-35,1017,18
15:58,59.41,-35,1017,18
15:58,59.41,-32,1016,21
15:58,59.42,-32,1016,21
15:58,59.42,-35,1017,19
15:58,59.43,-35,1017,19
15:58,59.43,-29,1016,19
15:58,59.44,-35,1018,20
15:58,59.44,-34,1017,17
15:58,59.45,-34,1015,17
15:58,59.46,-33,1019,19
15:58,59.47,-32,1018,19
15:58,59.48,-33,1021,16
15:58,59.48,-33,1021,16
15:58,59.49,-34,1017,21
15:58,59.49,-34,1017,21
15:58,59.5,-35,1018,19
15:58,59.5,-35,1018,19
15:58,59.5,-31,1016,24
15:58,59.51,-31,1016,24
15:58,59.51,-34,1016,16
15:58,59.52,-34,1016,16
15:58,59.52,-38,1015,21
15:58,59.53,-38,1015,21
15:58,59.53,-32,1016,19
15:58,59.53,-32,1016,19
15:58,59.53,-32,1016,16
15:58,59.54,-32,1016,16
15:58,59.54,-35,1014,14
15:58,59.55,-35,1014,14
15:58,59.55,-33,1020,17
15:58,59.56,-33,1020,17
15:58,59.56,-35,1017,16
15:58,59.57,-35,1017,16
15:58,59.57,-32,1018,20
15:58,59.57,-32,1018,20
15:58,59.58,-34,1018,23
15:58,59.58,-34,1018,23
15:58,59.58,-34,1019,17
15:58,59.59,-35,1017,16
15:58,59.6,-32,1018,17
15:58,59.61,-33,1016,19
15:58,59.62,-38,1018,16
15:58,59.62,-32,1016,25
15:58,59.63,-33,1017,19
15:58,59.64,-35,1017,16
15:58,59.65,-35,1017,16
15:58,59.65,-32,1017,20
15:58,59.66,-32,1017,20
15:58,59.66,-33,1017,21
15:58,59.67,-33,1017,21
15:58,59.67,-34,1016,19
15:58,59.67,-34,1016,19
15:58,59.67,-31,1017,21
15:58,59.68,-31,1017,21
15:58,59.68,-32,1018,18
15:58,59.69,-32,1018,18
15:58,59.69,-32,1018,14
15:58,59.7,-32,1018,14
15:58,59.7,-33,1018,19
15:58,59.71,-33,1018,19
15:58,59.71,-33,1020,17
15:58,59.71,-33,1020,17
15:58,59.71,-31,1018,19
15:58,59.72,-31,1018,19
15:58,59.73,-38,1015,23
15:58,59.73,-38,1015,23
15:58,59.73,-37,1016,19
15:58,59.74,-37,1016,19
15:58,59.74,-35,1019,19
15:58,59.75,-35,1016,21
15:58,59.76,-32,1016,21
15:58,59.76,-34,1014,19
15:58,59.77,-37,1017,21
15:58,59.78,-38,1016,18
15:58,59.79,-35,1015,15
15:58,59.8,-35,1015,15
15:58,59.8,-33,1016,22
15:58,59.8,-33,1016,22
15:58,59.81,-33,1016,21
15:58,59.81,-33,1016,21
15:58,59.82,-35,1018,20
15:58,59.82,-35,1018,20
15:58,59.82,-37,1018,22
15:58,59.83,-37,1018,22
15:58,59.83,-33,1021,18
15:58,59.84,-33,1021,18
15:58,59.84,-32,1017,19
15:58,59.85,-32,1017,19
15:58,59.85,-35,1018,21
15:58,59.85,-35,1018,21
15:58,59.85,-34,1018,21
15:58,59.86,-34,1018,21
15:58,59.86,-32,1016,15
15:58,59.87,-32,1016,15
15:58,59.87,-31,1017,18
15:58,59.88,-32,1015,16
15:58,59.89,-33,1020,18
15:58,59.89,-35,1018,19
15:58,59.9,-35,1018,16
15:58,59.91,-33,1017,21
15:58,59.92,-33,1017,21
15:58,59.92,-35,1016,19
15:58,59.93,-35,1016,19
15:58,59.93,-37,1017,22
15:58,59.94,-37,1017,22
15:58,59.94,-38,1017,19
15:58,59.94,-38,1017,19
15:58,59.94,-33,1017,18
15:58,59.95,-33,1017,18
15:58,59.95,-33,1016,21
15:58,59.96,-33,1016,21
15:58,59.96,-32,1016,18
15:58,59.97,-32,1016,18
15:58,59.97,-31,1013,19
15:58,59.98,-31,1013,19
15:58,59.98,-35,1014,17
15:58,59.98,-35,1014,17
15:58,59.99,-35,1020,16
15:59,0,-35,1020,16
15:59,0,-35,1018,16
15:59,0,-35,1018,16
15:59,0,-34,1016,17
15:59,0.01,-34,1016,17
15:59,0.01,-32,1018,21
15:59,0.02,-32,1018,21
15:59,0.02,-32,1014,16
15:59,0.03,-32,1014,16
15:59,0.03,-32,1018,19
15:59,0.03,-32,1018,19
15:59,0.03,-32,1015,24
15:59,0.04,-32,1015,24
15:59,0.04,-33,1018,19
15:59,0.05,-33,1018,19
15:59,0.05,-35,1018,19
15:59,0.06,-35,1018,19
15:59,0.06,-34,1018,24
15:59,0.07,-34,1018,24
15:59,0.07,-35,1017,16
15:59,0.08,-35,1017,16
15:59,0.08,-37,1017,16
15:59,0.08,-35,1018,18
15:59,0.09,-32,1019,17
15:59,0.1,-33,1017,20
15:59,0.11,-31,1018,19
15:59,0.12,-35,1016,19
15:59,0.12,-35,1016,19
15:59,0.12,-33,1016,21
15:59,0.13,-33,1016,21
15:59,0.14,-34,1018,21
15:59,0.14,-34,1018,21
15:59,0.14,-30,1018,15
15:59,0.15,-30,1018,15
15:59,0.15,-33,1016,17
15:59,0.16,-33,1016,17
15:59,0.16,-34,1016,19
15:59,0.17,-34,1016,19
15:59,0.17,-35,1015,21
15:59,0.17,-35,1015,21
15:59,0.17,-34,1017,19
15:59,0.18,-34,1017,19
15:59,0.18,-34,1016,17
15:59,0.19,-34,1016,17
15:59,0.19,-35,1017,14
15:59,0.2,-35,1017,14
15:59,0.2,-32,1016,21
15:59,0.21,-32,1016,21
15:59,0.21,-33,1018,15
15:59,0.21,-33,1018,15
15:59,0.22,-33,1018,13
15:59,0.22,-33,1018,13
15:59,0.23,-26,1017,16
15:59,0.23,-26,1017,16
